|SizeOfCode|AddressOfEntryPoint|SizeOfImage
115502|30720|14348|270336
115503|118784|59930|520192
115504|119808|61300|528384
115505|36864|121568|139264
115506|102400|12013|712704
115507|118784|59802|540672
115508|119808|61532|528384
115509|102400|5216|122880
115510|120832|62541|528384
115511|128000|136094|155648
115512|7680|5339|348160
115513|116224|57436|524288
115514|110592|10010|458752
115515|23552|12825|192512
115516|28672|14819|8429568
115517|7680|5339|339968
115518|3133440|8229520|8253440
115519|11776|19494|40960
115520|24064|12538|241664
115521|47616|49600|98304
115522|120320|61658|528384
115523|120320|61658|528384
115524|35328|31539|507904
115525|278528|198312|536576
115526|31744|35660|3211264
115527|120320|61658|528384
115528|110592|9968|458752
115529|16384|19588|806912
115530|119808|61532|528384
115531|20480|21508|45056
115532|28672|14819|3588096
115533|119808|61532|528384
115534|276480|197793|471040
115535|33792|7099|348160
115536|31744|23661|53248
115537|65024|11455|262144
115538|7680|5339|339968
115539|120320|61658|528384
115540|24064|12721|409600
115541|36352|37125|77824
115542|118272|59610|516096
115543|276480|197953|466944
115544|120320|61562|528384
115545|37888|40000|90112
115546|48128|51526|327680
115547|225280|622992|655360
115548|37888|40000|81920
115549|7680|5339|327680
115550|405504|413006|434176
115551|120320|61578|528384
115552|7680|5339|335872
115553|7680|5339|339968
115554|36864|39116|94208
115555|23040|12491|2740224
115556|31232|12872|184320
115557|117760|58906|520192
115558|111616|22731|593920
115559|7680|5339|348160
115560|319488|989232|1011712
115561|475648|319769|856064
115562|294912|139412|380928
115563|119808|61532|528384
115564|7680|5339|348160
115565|225280|622992|655360
115566|118784|59914|520192
115567|630272|12923|770048
115568|118784|59882|520192
115569|28672|14819|8413184
115570|120320|61578|528384
115571|37888|40000|81920
115572|29184|14764|221184
115573|119808|61532|528384
115574|24064|12538|241664
115575|103936|58651|180224
115576|552960|410140|978944
115577|24064|12538|634880
115578|120320|61658|528384
115579|120320|61578|528384
115580|37888|40000|81920
115581|37888|40000|81920
115582|221184|0|360448
115583|49152|151200|167936
115584|120320|61578|528384
115585|64000|10482|262144
115586|120320|61578|528384
115587|37888|40000|90112
115588|120320|61578|528384
115589|338432|345040|593920
115590|117248|58650|520192
115591|119808|61532|528384
115592|193024|109585|339968
115593|520192|1401936|1433600
115594|118784|59901|532480
115595|118784|60132|520192
115596|119808|61300|524288
115597|120320|61578|528384
115598|120320|61578|528384
115599|294912|4096|917504
115600|28672|14819|3977216
115601|108032|19657|487424
115602|7680|5339|335872
115603|212992|126731|618496
115604|7680|5339|335872
115605|648704|536991|954368
115606|29184|14764|221184
115607|118784|59882|520192
115608|116224|57436|524288
115609|37888|40000|90112
115610|120320|61562|528384
115611|7680|5339|339968
115612|118784|59930|520192
115613|27648|35598|57344
115614|16384|4752|106496
115615|31232|5491|331776
115616|120320|61562|528384
115617|0|0|12288
115618|37888|40000|81920
115619|118272|59610|516096
115620|1474048|1280876|2154496
115621|120320|61562|528384
115622|118272|59610|516096
115623|47616|49600|98304
115624|631296|475996|1159168
115625|110080|16127|507904
115626|111104|22299|684032
115627|120320|61562|528384
115628|117248|58650|520192
115629|205824|1335296|1339392
115630|577536|1516384|1548288
115631|119296|60202|524288
115632|118272|59610|516096
115633|30720|14348|270336
115634|118272|59610|516096
115635|119808|61532|528384
115636|7680|5339|327680
115637|111616|22731|593920
115638|120320|61578|528384
115639|120320|61578|528384
115640|37888|40000|81920
115641|120320|61578|528384
115642|117760|58906|520192
115643|111616|19956|823296
115644|102400|12013|712704
115645|120320|61562|528384
115646|638976|416152|1232896
115647|117760|58906|520192
115648|7680|5339|339968
115649|24064|12538|241664
115650|118784|59901|532480
115651|119808|61532|528384
115652|23552|12825|192512
115653|120320|61562|528384
115654|120320|61562|528384
115655|119808|61532|528384
115656|23552|12825|192512
115657|512|4160|81920
115658|117760|58906|520192
115659|113664|21796|589824
115660|29184|14764|221184
115661|118784|59882|520192
115662|74752|44167|208896
115663|64000|10482|262144
115664|23552|12825|192512
115665|120320|61658|528384
115666|120320|61658|528384
115667|120320|61562|528384
115668|108032|19657|487424
115669|120320|61658|528384
115670|119808|61532|528384
115671|119808|61532|528384
115672|7680|5339|339968
115673|31232|5494|331776
115674|49152|151104|167936
115675|7680|5339|339968
115676|30720|14348|270336
115677|520192|1401936|1433600
115678|119808|61532|528384
115679|120320|61562|528384
115680|119808|61532|528384
115681|29184|14764|221184
115682|37888|39956|151552
115683|119808|61252|524288
115684|111616|22731|593920
115685|24064|12538|634880
115686|116224|57436|524288
115687|113664|24735|851968
115688|117248|58650|520192
115689|120320|61658|528384
115690|120320|61562|528384
115691|120320|61578|528384
115692|74752|44167|221184
115693|120320|61658|528384
115694|117248|58650|520192
115695|204800|161995|10362880
115696|118272|59610|516096
115697|120320|61658|528384
115698|119808|60842|548864
115699|120320|61658|528384
115700|118784|59866|520192
115701|193024|109585|339968
115702|119808|61532|528384
115703|120320|61578|528384
115704|117760|58906|520192
115705|74752|44167|208896
115706|120320|61562|528384
115707|28672|14819|3977216
115708|113664|24735|851968
115709|120320|61658|528384
115710|119808|61532|528384
115711|118272|59610|516096
115712|3817472|10368720|10391552
115713|118272|59610|516096
115714|34304|23179|1843200
115715|120320|61562|528384
115716|120320|61658|528384
115717|119808|61532|528384
115718|110592|10010|458752
115719|7680|5339|348160
115720|193024|109585|339968
115721|36864|204800|208896
115722|116224|57436|524288
115723|243200|165172|360448
115724|120320|61578|528384
115725|119808|61532|528384
115726|120320|61658|528384
115727|210432|117640|475136
115728|120320|61578|528384
115729|3133440|8229520|8253440
115730|114688|17531|516096
115731|118784|59901|532480
115732|353792|182976|626688
115733|28672|14819|8429568
115734|118784|59802|520192
115735|174592|117140|487424
115736|116224|57436|524288
115737|120320|61578|528384
115738|113664|24735|851968
115739|28672|14819|8429568
115740|24064|12538|241664
115741|29184|14764|221184
115742|70656|15741|217088
115743|120320|61658|528384
115744|120320|61578|528384
115745|117760|58906|520192
115746|28672|14819|8708096
115747|120320|61578|528384
115748|105984|15180|761856
115749|1093120|355242|2084864
115750|120320|61578|528384
115751|83968|21885|311296
115752|118784|59802|520192
115753|110080|16127|507904
115754|118784|59882|520192
115755|23552|13115|339968
115756|119808|61532|528384
115757|119808|61532|528384
115758|118784|59901|532480
115759|118784|59882|520192
115760|30720|14348|270336
115761|119808|61252|524288
115762|7680|5339|335872
115763|23040|12491|1400832
115764|7680|5339|339968
115765|120320|61578|528384
115766|114176|17245|524288
115767|110592|10010|458752
115768|113664|11853|651264
115769|1442304|4896|2240512
115770|118784|59882|520192
115771|94720|102550|122880
115772|116224|57436|524288
115773|24064|12721|409600
115774|83968|21885|311296
115775|102400|12013|712704
115776|46592|10927|110592
115777|120832|62541|528384
115778|24576|375456|380928
115779|120320|61578|528384
115780|118784|59930|520192
115781|64000|10482|262144
115782|120320|61562|528384
115783|7680|5339|339968
115784|120320|61578|528384
115785|7680|5339|348160
115786|23552|12860|200704
115787|118272|59370|516096
115788|120320|61658|528384
115789|73728|57659|151552
115790|28672|14819|3977216
115791|119808|61532|528384
115792|83968|21885|311296
115793|117248|58650|520192
115794|110592|10010|458752
115795|120320|61562|528384
115796|122368|53634|487424
115797|117760|58906|520192
115798|120320|61578|528384
115799|118784|59786|532480
115800|118272|59370|516096
115801|122368|53634|487424
115802|116224|57436|524288
115803|120320|61578|528384
115804|35328|31539|507904
115805|40960|120080|131072
115806|648704|536991|954368
115807|113664|24735|851968
115808|114176|17389|626688
115809|7680|5339|327680
115810|157184|61767|229376
115811|648704|536991|954368
115812|116224|57436|524288
115813|7680|5339|348160
115814|120320|61562|528384
115815|152064|119608|344064
115816|64512|11974|339968
115817|615936|297453|892928
115818|118272|59610|516096
115819|86016|91256|184320
115820|120320|61578|528384
115821|120320|61562|528384
115822|120320|61562|528384
115823|120320|61578|528384
115824|193024|109585|339968
115825|23552|12825|192512
115826|64000|10482|262144
115827|83456|21501|159744
115828|23552|12860|274432
115829|170496|178242|212992
115830|118784|59882|520192
115831|119808|61532|528384
115832|20480|4096|94208
115833|28672|14819|8429568
115834|120320|61562|528384
115835|40960|226320|262144
115836|74752|44167|208896
115837|83968|21885|311296
115838|119808|61532|528384
115839|64000|10482|253952
115840|119296|60696|524288
115841|37376|39508|81920
115842|7680|5339|335872
115843|118784|60132|520192
115844|120320|61578|528384
115845|31744|5271|671744
115846|24064|12538|241664
115847|7680|5339|335872
115848|7680|5339|339968
115849|577536|1516384|1548288
115850|117248|58650|520192
115851|118272|59610|516096
115852|110080|44874|167936
115853|954368|781239|1699840
115854|7680|5339|339968
115855|35328|17191|253952
115856|74752|44167|221184
115857|397312|1199856|1286144
115858|119808|61532|528384
115859|7680|5339|348160
115860|35328|31539|507904
115861|119808|61532|528384
115862|1298944|63785|2158592
115863|120320|61578|528384
115864|61440|32440|9785344
115865|119808|61532|528384
115866|120320|61562|528384
115867|117248|58650|520192
115868|111104|22299|684032
115869|18944|22916|57344
115870|31232|5494|331776
115871|120320|61658|528384
115872|7680|5339|339968
115873|111104|22299|684032
115874|116224|57436|524288
115875|120320|61562|528384
115876|74752|44167|221184
115877|24064|12538|602112
115878|120320|61658|528384
115879|118784|59901|532480
115880|120320|61578|528384
115881|123904|54917|491520
115882|120320|61578|528384
115883|119808|61252|524288
115884|47616|49600|98304
115885|120320|61658|528384
115886|1092096|354426|2101248
115887|88576|21453|180224
115888|104960|67835|180224
115889|31232|5494|331776
115890|29184|14764|221184
115891|120320|61578|528384
115892|119808|61532|528384
115893|120320|61578|528384
115894|119808|61532|528384
115895|120320|61562|528384
115896|120320|61578|528384
115897|241664|182042|720896
115898|7680|5339|335872
115899|24064|12538|241664
115900|119808|61204|524288
115901|113664|24735|851968
115902|36864|4400|77824
115903|7680|5339|339968
115904|120320|61578|528384
115905|120320|61578|528384
115906|119808|61532|528384
115907|7680|5339|339968
115908|120320|61562|528384
115909|114688|17531|516096
115910|31232|5494|331776
115911|88576|21453|180224
115912|118272|59466|524288
115913|118272|59466|524288
115914|118272|59610|516096
115915|31232|5491|331776
115916|119808|61532|528384
115917|61440|32440|7077888
115918|35328|77824|81920
115919|111616|20004|507904
115920|24064|12538|602112
115921|120320|61562|528384
115922|41984|9481|385024
115923|120320|61562|528384
115924|120320|61658|528384
115925|7680|5339|348160
115926|120320|61578|528384
115927|120320|61578|528384
115928|120320|61562|528384
115929|35328|17187|700416
115930|37888|40000|81920
115931|119808|61532|528384
115932|120320|61578|528384
115933|29184|14764|221184
115934|46080|53801|65536
115935|120320|61658|528384
115936|112640|15735|835584
115937|113664|24735|851968
115938|102400|12013|712704
115939|630784|1731088|1826816
115940|117248|58650|520192
115941|114688|17531|516096
115942|102400|12013|712704
115943|103936|98614|163840
115944|119808|61532|528384
115945|325120|328656|466944
115946|49664|49759|98304
115947|119808|61532|528384
115948|74752|44167|208896
115949|120320|61562|528384
115950|41984|9481|385024
115951|119808|61532|528384
115952|113664|24735|851968
115953|648704|536991|954368
115954|71168|16077|163840
115955|119808|61532|528384
115956|120320|61578|528384
115957|225280|622992|655360
115958|330752|405505|434176
115959|35328|17191|233472
115960|120320|61562|528384
115961|118784|59882|520192
115962|120320|61578|528384
115963|28672|14819|8708096
115964|102400|12013|712704
115965|115200|4716|184320
115966|120320|61658|528384
115967|193024|109585|339968
115968|139264|369904|380928
115969|119808|61532|528384
115970|29184|33038|45056
115971|118784|59901|532480
115972|678912|498853|2461696
115973|22016|4524|114688
115974|113664|24735|851968
115975|102400|12013|712704
115976|120320|61562|528384
115977|74752|44167|221184
115978|119808|61532|528384
115979|7680|5339|348160
115980|114688|17531|516096
115981|117248|58538|520192
115982|517120|510987|684032
115983|118784|59882|520192
115984|37888|40000|81920
115985|176128|4712|192512
115986|111616|19956|823296
115987|110080|16127|507904
115988|586752|587912|827392
115989|119808|61532|528384
115990|113664|24735|851968
115991|151552|119176|430080
115992|32768|17744|73728
115993|116224|57436|524288
115994|119808|61532|528384
115995|113664|24735|851968
115996|642560|486492|1220608
115997|131072|7412|147456
115998|8704|8623|28672
115999|117760|58906|520192
116000|120320|61562|528384
116001|118272|59610|516096
116002|7680|5339|327680
116003|47616|49600|98304
116004|120320|61562|528384
116005|118784|59802|520192
116006|53248|58670|81920
116007|0|5456|16384
116008|29184|14764|221184
116009|1410048|5152|1953792
116010|156160|111910|487424
116011|120320|61562|528384
116012|119808|61532|528384
116013|7680|5339|339968
116014|65024|70588|126976
116015|225280|622992|655360
116016|119808|60906|524288
116017|532480|1438576|1470464
116018|119808|123268|172032
116019|111616|22731|593920
116020|23552|12825|192512
116021|118784|59802|520192
116022|21504|4736|356352
116023|119808|61300|528384
116024|282624|4600|299008
116025|30720|14348|270336
116026|37376|86016|90112
116027|112640|15735|835584
116028|520192|1401936|1433600
116029|111104|19748|700416
116030|113664|24735|851968
116031|117760|58906|520192
116032|119808|61532|528384
116033|116224|57436|524288
116034|118784|59882|520192
116035|120320|61578|528384
116036|118784|59802|520192
116037|119808|61532|528384
116038|119808|60996|516096
116039|119808|61532|528384
116040|0|5475|73728
116041|120320|61562|528384
116042|160768|70328|237568
116043|120320|61658|528384
116044|113664|24735|851968
116045|117248|58538|520192
116046|117760|58906|520192
116047|74752|44167|208896
116048|315392|981168|995328
116049|265216|273038|294912
116050|112640|15735|835584
116051|25600|13643|4730880
116052|181760|5184|7090176
116053|117760|58906|520192
116054|28672|14819|8691712
116055|113664|24735|851968
116056|25600|13643|4730880
116057|119808|61532|528384
116058|37888|40000|81920
116059|193024|109585|339968
116060|83968|21885|311296
116061|120320|61562|528384
116062|113664|24735|851968
116063|7680|5339|339968
116064|119808|61532|528384
116065|37888|40000|81920
116066|120320|61578|528384
116067|110080|16127|507904
116068|120320|61578|528384
116069|23552|12825|192512
116070|7680|5339|339968
116071|37888|40000|81920
116072|23040|12491|1400832
116073|113664|24735|851968
116074|119808|61532|528384
116075|120320|61562|528384
116076|117760|58826|520192
116077|30720|14348|270336
116078|23552|12860|245760
116079|113664|24735|851968
116080|119808|61532|528384
116081|119296|60202|524288
116082|212992|623920|643072
116083|116224|57436|524288
116084|118272|59610|516096
116085|174592|116820|487424
116086|31232|5494|331776
116087|8192|178688|208896
116088|430080|278988|802816
116089|104960|67627|180224
116090|118272|59610|516096
116091|119808|61532|528384
116092|37888|40000|81920
116093|118784|59882|520192
116094|77824|35575|303104
116095|37888|40000|81920
116096|28672|14819|8708096
116097|37888|40000|81920
116098|66560|13522|344064
116099|118272|59610|516096
116100|24064|12538|602112
116101|117760|58906|520192
116102|116224|57436|524288
116103|28672|14819|8691712
116104|120320|61578|528384
116105|119808|61532|528384
116106|28672|14819|8695808
116107|119808|61532|528384
116108|28672|14819|8708096
116109|520192|1401936|1433600
116110|120320|61658|528384
116111|153088|16517|737280
116112|7680|5339|339968
116113|24064|12538|253952
116114|74752|44167|233472
116115|28672|14819|10600448
116116|119808|61532|528384
116117|7680|5339|339968
116118|174592|117140|487424
116119|118272|59610|516096
116120|113664|11853|651264
116121|64512|11974|339968
116122|117760|58906|520192
116123|23552|12860|245760
116124|74752|44167|233472
116125|29184|14764|221184
116126|120320|61578|528384
116127|225280|622992|655360
116128|64000|10482|262144
116129|115200|67657|647168
116130|120320|61658|528384
116131|7680|5339|339968
116132|120320|61562|528384
116133|7680|5339|339968
116134|35328|17191|233472
116135|29184|14764|221184
116136|14336|4672|126976
116137|111104|19748|700416
116138|23552|12825|192512
116139|117248|58650|520192
116140|119808|61532|528384
116141|111616|22731|593920
116142|143360|128905|528384
116143|120320|61562|528384
116144|111616|20004|507904
116145|119808|61532|528384
116146|64512|11974|339968
116147|119808|61532|528384
116148|114688|17531|516096
116149|24064|12538|258048
116150|37888|40000|81920
116151|7680|5339|339968
116152|279552|200673|479232
116153|29184|14764|221184
116154|119808|61532|528384
116155|116224|57436|524288
116156|120320|61578|528384
116157|119808|61532|528384
116158|7680|5339|339968
116159|120320|61578|528384
116160|33280|34352|90112
116161|120320|61578|528384
116162|111616|20004|507904
116163|7680|5339|339968
116164|157184|165361|212992
116165|120320|61658|528384
116166|77824|73919|466944
116167|517120|510987|684032
116168|156160|111910|487424
116169|113664|24735|851968
116170|118272|59370|516096
116171|105472|68059|180224
116172|118784|59901|532480
116173|118784|59882|520192
116174|120320|61562|528384
116175|24064|12538|602112
116176|117248|58650|520192
116177|77824|4096|131072
116178|117248|58650|520192
116179|113664|24735|851968
116180|118272|59370|516096
116181|7680|5339|335872
116182|120320|61658|528384
116183|120320|61578|528384
116184|120320|61578|528384
116185|118784|59850|520192
116186|37888|40000|81920
116187|24064|26616|86016
116188|117248|58650|520192
116189|690688|4214804|6078464
116190|116224|57436|524288
116191|119808|61532|528384
116192|111616|19956|823296
116193|118784|59802|520192
116194|102400|12013|712704
116195|40448|42488|81920
116196|29184|14764|221184
116197|74752|44167|208896
116198|116224|57436|524288
116199|118784|59901|532480
116200|552448|409708|978944
116201|430080|164601|1220608
116202|116224|57436|524288
116203|24576|106800|114688
116204|118272|59370|516096
116205|117760|58906|520192
116206|37888|40000|81920
116207|36864|39128|77824
116208|37888|40000|81920
116209|120320|61562|528384
116210|118784|59786|532480
116211|117760|58906|520192
116212|116224|57436|524288
116213|31232|5494|331776
116214|117760|58906|520192
116215|119808|61156|524288
116216|113664|24735|851968
116217|110592|10010|458752
116218|7680|5339|339968
116219|28672|14819|3977216
116220|13824|6869|131072
116221|120320|61578|528384
116222|120320|61562|528384
116223|117760|58906|520192
116224|118784|59866|520192
116225|120320|61578|528384
116226|42496|50446|73728
116227|118272|59610|516096
116228|117248|58650|520192
116229|117248|58650|520192
116230|7680|5339|348160
116231|101888|103471|172032
116232|64000|10482|253952
116233|120320|61658|528384
116234|119808|61532|528384
116235|120320|61578|528384
116236|120320|61658|528384
116237|430080|384280|663552
116238|89088|89284|913408
116239|120320|61562|528384
116240|327680|10480|348160
116241|111616|22731|593920
116242|111616|22731|593920
116243|113664|24735|851968
116244|120320|61578|528384
116245|119808|61532|528384
116246|520192|1401936|1433600
116247|120320|61578|528384
116248|112640|15735|835584
116249|111616|22731|593920
116250|3817472|10368720|10391552
116251|64512|12342|339968
116252|30720|14348|270336
116253|120320|61658|528384
116254|120320|61658|528384
116255|27648|35598|57344
116256|119808|61532|528384
116257|44544|8806|94208
116258|120320|61562|528384
116259|120320|61578|528384
116260|120320|61562|528384
116261|99328|8924|1265664
116262|29184|14764|221184
116263|117760|58906|520192
116264|111104|22431|819200
116265|118784|59866|520192
116266|83968|21885|311296
116267|117248|58650|520192
116268|120320|61562|528384
116269|117760|58826|520192
116270|112128|17783|720896
116271|113664|24735|851968
116272|113664|24735|851968
116273|117760|58906|520192
116274|24064|12538|241664
116275|16384|16188|102400
116276|119808|61532|528384
116277|490496|494136|1277952
116278|3072|4400|57344
116279|119296|60202|524288
116280|118784|59901|532480
116281|120320|61578|528384
116282|117760|58906|520192
116283|4136960|9227216|9248768
116284|7680|5339|339968
116285|158208|63239|233472
116286|119808|61532|528384
116287|111616|19956|647168
116288|24064|12538|262144
116289|199680|88256|368640
116290|119808|61532|528384
116291|119808|61532|528384
116292|88576|21373|180224
116293|118784|60132|520192
116294|42496|50446|73728
116295|88576|21453|180224
116296|120320|61658|528384
116297|7680|5339|327680
116298|73728|14833|135168
116299|148992|64244|311296
116300|520192|1401936|1433600
116301|37888|40000|110592
116302|108032|19657|487424
116303|116224|57436|524288
116304|7680|5339|335872
116305|120320|61658|528384
116306|37888|40000|81920
116307|64000|10482|262144
116308|113664|24735|851968
116309|118784|59786|532480
116310|101888|103471|172032
116311|120320|61562|528384
116312|118784|59882|520192
116313|102400|12013|712704
116314|119808|61532|528384
116315|193024|109585|339968
116316|233984|93120|1630208
116317|7680|5339|335872
116318|65024|70588|126976
116319|7680|5339|348160
116320|119808|61532|528384
116321|40960|18829|86016
116322|102400|12013|712704
116323|118784|59882|520192
116324|35328|23914|1892352
116325|119808|61300|528384
116326|118272|59610|516096
116327|958464|4220|1073152
116328|150528|117896|335872
116329|7680|5339|339968
116330|0|0|86016
116331|4489216|4096|8581120
116332|120320|61562|528384
116333|45056|5092|184320
116334|118272|59610|516096
116335|279040|200193|479232
116336|117760|58906|520192
116337|103936|58651|180224
116338|0|59792|135168
116339|120320|61562|528384
116340|20480|339264|344064
116341|64000|10482|262144
116342|64512|204801|217088
116343|37888|40000|81920
116344|24064|12538|262144
116345|64512|13677|339968
116346|146432|79035|1617920
116347|111104|22299|684032
116348|114688|17531|516096
116349|61440|170304|176128
116350|120320|61562|528384
116351|119296|60696|524288
116352|37888|40000|81920
116353|29184|14764|221184
116354|120320|61562|528384
116355|565248|1153760|1183744
116356|7680|5339|335872
116357|27648|35582|57344
116358|110080|16127|507904
116359|110080|16127|507904
116360|37888|40000|81920
116361|111616|19956|647168
116362|325120|328656|544768
116363|113664|24735|851968
116364|120320|61578|528384
116365|74752|44167|208896
116366|37888|40000|81920
116367|35328|37404|77824
116368|102400|12013|712704
116369|118784|59882|520192
116370|119808|61532|528384
116371|112640|15735|835584
116372|120320|61578|528384
116373|193024|109585|339968
116374|116224|57436|524288
116375|8704|4416|94208
116376|117760|58906|520192
116377|120320|61578|528384
116378|305152|21507|983040
116379|119808|61532|528384
116380|120320|61578|528384
116381|120320|61562|528384
116382|120320|61562|528384
116383|110592|10010|458752
116384|243712|165284|360448
116385|118272|59610|516096
116386|36864|39116|90112
116387|475648|319769|856064
116388|64512|13677|339968
116389|24064|12538|286720
116390|28672|14819|3977216
116391|552448|409708|978944
116392|37888|40000|81920
116393|29184|14764|221184
116394|117248|58650|520192
116395|7680|5339|348160
116396|31232|5494|331776
116397|28672|14819|8708096
116398|119808|61532|528384
116399|120320|61562|528384
116400|24064|12538|233472
116401|120320|61562|528384
116402|120320|61578|528384
116403|37888|40000|90112
116404|118784|59802|540672
116405|120320|61658|528384
116406|28672|14819|3977216
116407|113664|24735|851968
116408|7680|5339|339968
116409|120320|61658|528384
116410|120320|61578|528384
116411|37888|39776|81920
116412|118784|59882|520192
116413|23552|13115|339968
116414|638464|483100|1204224
116415|193024|109585|339968
116416|119808|61532|528384
116417|119808|61532|528384
116418|102400|12013|712704
116419|29184|14764|221184
116420|119808|61532|528384
116421|120320|61658|528384
116422|118784|59901|532480
116423|120320|61658|528384
116424|117760|58906|520192
116425|23552|12860|368640
116426|120320|61578|528384
116427|117248|58650|520192
116428|29696|14511|1056768
116429|110592|9968|458752
116430|477696|481292|753664
116431|119808|60842|548864
116432|120320|61658|528384
116433|47616|49600|98304
116434|13824|9204|217088
116435|117760|58906|520192
116436|7680|5339|335872
116437|30720|14348|270336
116438|7680|5339|339968
116439|117760|58906|520192
116440|193024|109585|339968
116441|69632|4520|81920
116442|120320|61578|528384
116443|117248|58650|520192
116444|3530752|9863632|9891840
116445|111616|22699|585728
116446|117248|58650|520192
116447|28672|14298|688128
116448|225280|622992|655360
116449|117760|58906|520192
116450|524288|1416352|1445888
116451|120320|61562|528384
116452|120320|61578|528384
116453|119808|61532|528384
116454|37888|40000|81920
116455|120320|61658|528384
116456|163840|73367|237568
116457|119808|61532|528384
116458|66560|13522|344064
116459|1347584|1240780|2732032
116460|119808|60996|516096
116461|35328|31539|507904
116462|110080|16127|507904
116463|118784|59802|532480
116464|119808|61532|528384
116465|30720|14348|270336
116466|29184|14764|221184
116467|119296|60202|524288
116468|81920|4096|131072
116469|31232|5494|331776
116470|524288|1416352|1445888
116471|120320|61562|528384
116472|208384|130002|335872
116473|119808|61532|528384
116474|120320|61578|528384
116475|120320|61658|528384
116476|120320|61658|528384
116477|964608|972410|1196032
116478|7680|5339|339968
116479|46080|53918|188416
116480|117248|58650|520192
116481|28672|14819|1093632
116482|13312|4448|53248
116483|120320|61578|528384
116484|119808|61532|528384
116485|7680|5339|339968
116486|120320|61578|528384
116487|47616|49600|98304
116488|23040|12491|1400832
116489|233984|93120|1531904
116490|47616|49600|98304
116491|119808|60996|516096
116492|409600|367809|675840
116493|117760|58906|520192
116494|120320|61562|528384
116495|118272|59610|516096
116496|117248|58650|520192
116497|29184|14764|221184
116498|117760|58906|520192
116499|7680|5339|339968
116500|88576|21453|180224
116501|120320|61562|528384
116502|102400|12013|712704
116503|120320|61562|528384
116504|118784|59786|532480
116505|119808|61012|524288
116506|88064|96166|114688
116507|37888|40000|86016
116508|119808|61532|528384
116509|120320|61658|528384
116510|117248|58650|520192
116511|114688|17531|516096
116512|25600|13643|5222400
116513|28672|14819|3977216
116514|120320|61578|528384
116515|37888|40000|81920
116516|120320|61562|528384
116517|114688|310160|323584
116518|117248|58650|520192
116519|28672|14819|3977216
116520|999424|901696|2224128
116521|120320|61562|528384
116522|117760|58906|520192
116523|119808|61532|528384
116524|107008|69259|184320
116525|82944|21101|159744
116526|119808|61532|528384
116527|120320|61562|528384
116528|120320|61578|528384
116529|120320|61578|528384
116530|353792|182704|630784
116531|37888|40000|81920
116532|74752|44167|221184
116533|119808|61532|528384
116534|30720|14348|270336
116535|631808|476252|1155072
116536|120320|61658|528384
116537|23040|12491|2633728
116538|37888|40000|81920
116539|23552|12825|192512
116540|111616|19956|872448
116541|24064|12538|602112
116542|24064|12538|634880
116543|118272|59610|516096
116544|117248|58650|520192
116545|24064|12538|241664
116546|7680|5339|335872
116547|119808|61532|528384
116548|7680|5339|335872
116549|119808|61532|528384
116550|64000|10482|262144
116551|524288|1416352|1445888
116552|23040|12491|2740224
116553|70656|15741|217088
116554|28672|14819|3977216
116555|64512|11974|339968
116556|1064960|356186|1908736
116557|1836|5211|12288
116558|118784|59882|520192
116559|7680|5339|339968
116560|23552|12577|315392
116561|30720|14348|270336
116562|276480|197969|466944
116563|118272|59466|524288
116564|636416|480396|1212416
116565|120320|61658|528384
116566|29184|14764|221184
116567|131584|88699|217088
116568|102400|12013|712704
116569|61440|32440|9457664
116570|120320|61658|528384
116571|119808|60996|516096
116572|120320|61658|528384
116573|120320|61658|528384
116574|120320|61658|528384
116575|113664|24735|851968
116576|117760|58906|520192
116577|119808|61532|528384
116578|19968|20944|69632
116579|74752|44167|221184
116580|35328|17187|724992
116581|7680|5339|339968
116582|7680|5339|335872
116583|120320|61578|528384
116584|6144|9008|32768
116585|77824|280544|286720
116586|74752|44167|208896
116587|37888|40000|81920
116588|225280|622992|655360
116589|119808|61532|528384
116590|193024|109585|339968
116591|37888|40000|81920
116592|27648|35630|57344
116593|35328|31539|507904
116594|2731520|4096|5115904
116595|165888|120203|352256
116596|119808|61532|528384
116597|37888|40000|110592
116598|1085952|363066|2093056
116599|74752|44167|221184
116600|113664|24735|851968
116601|39424|25692|13168640
116602|118784|59901|532480
116603|69120|12035|266240
116604|37376|39196|81920
116605|119808|61532|528384
116606|7680|5339|339968
116607|1095680|357802|2035712
116608|114176|17245|524288
116609|28672|14819|3977216
116610|119808|61532|528384
116611|118784|59914|520192
116612|94208|4364|110592
116613|7680|5339|339968
116614|119808|61532|528384
116615|118784|59882|520192
116616|117248|58650|520192
116617|648704|536991|954368
116618|117760|58906|520192
116619|7680|5339|339968
116620|120320|61658|528384
116621|23552|12577|229376
116622|325120|328656|466944
116623|30720|14348|270336
116624|102400|141432|245760
116625|120320|61658|528384
116626|117760|58906|520192
116627|37888|40000|81920
116628|102400|12013|712704
116629|113664|24735|851968
116630|7680|5339|339968
116631|193024|109585|339968
116632|117248|58650|520192
116633|47616|49600|98304
116634|122880|92013|184320
116635|24064|12538|602112
116636|120320|61658|528384
116637|120320|61578|528384
116638|119296|60696|524288
116639|7680|5339|348160
116640|31232|5494|331776
116641|25600|13643|1437696
116642|23040|12491|1384448
116643|120320|61562|528384
116644|120320|61562|528384
116645|37888|40000|81920
116646|7680|5339|348160
116647|120320|61562|528384
116648|12288|4644|24576
116649|280064|252590|393216
116650|118784|59901|532480
116651|119808|61252|524288
116652|7680|5339|339968
116653|524288|1416352|1445888
